"school_id"|"name"|"address"|"country"|"city"|"county"|"postcode"|"tel"|"fax"|"website"|"email"|"schooltype"|"si"|"sp"|"ra"|"pupilno"|"boarderno"|"boarderage"|"lastupdate"|"staffid"|"remarks"|"lat"|"lng"|"childvisaage"|"case"|"case"|"case"|"loginname"|"loginpassword"|"keyword"
30063|"Guardians UK"|"Staplegrove Road"|"United Kingdom"|"Taunton"|"Somerset"|"TA2 6AD"|"00 44 1823 703199"|""|"www.guardiansuk.com"|"info@guardiansuk.com"|"Co-Ed"|""|""|""|0|0|""|"20200609095900"|"AA00078"|"20200609: This company is the guardian company for Taunton School"|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
30205|"City of London School"|"Queen Victoria Street"|"UK"|"London"|"London"|"EC4V 3AL"|"44 020 3680 6300"|""|"https://www.cityoflondonschool.org.uk/"|"enquiries@cityoflondonschool.org.uk"|"Boys"|"Independent School"|""|""|1045|0|"Day (10-18)"|"20231208121013"|"AA00078"|"20231208: for a Y9 Sep-25 day school client"|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
269|"Kings' School Winchester"|"Romsey Road"|"UK"|"Winchester"|"Hampshire"|"SO22 5PN"|"44 19 6286 1161"|"44 19 6284 9224"|"www.kings-winchester.hants.sch.uk"|""|"Co-Ed"|"Stabis School"|"Senior"|""|1820|31|"Day (11-16)"|"20200226104355"|"AA00078"|"20191024: Boarding house closed in July 2015
NON-COMM 
No Sixth Form"|0|0|0|"N"|"Y"|"N"|""|"***********************"|"Non-comm"
422|"Rydal Penrhos Senior School"|"Pwllycrochan Avenue, Colwyn Bay"|"UK"|"Conwy"|"North Wales"|"LL29 7BT"|"44 14 9253 0155"|"44 14 9253 1872"|"http://www.rydalpenrhos.com"|"info@rydal-penrhos.com"|"Co-Ed"|"Independent School 1"|"Senior"|"Methodist"|372|0|"Day (11-18)"|"20220503172449"|"AA00078"|"20200220: Rydal Penrhos Prep School (SCID:421) is the prep school of Rydal Penrhos Senior School.

20190109: Becoming a full day school in 2021
HTS, child"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"rural, activities_gd, down_to_earth, good feedback, IB"
442|"Sir Roger Manwood's School"|"Manwood Road"|"UK"|"Sandwich"|"Kent"|"CT13 9JX"|""|""|"http://www.manwoods.co.uk/"|""|"Co-Ed"|"Stabis School_Comm"|"Senior"|""|900|0|"Day (11-18)"|"20200609162054"|"AA00078"|"20200609: School will no longer be providing boarding.

pls contact the HM.

[6 Dec 2013] Please be aware that we will not be taking any students who are not taking any exams eg GCSE or IGCSE’s for September 2014. This is due to the British Government stopping state funding for students who do not have Maths and English GCSE or equivalent.
 
For future applicants students who wish to take A levels need to take the above exams plus those subjects they wish to take at A level."|0|0|17|"N"|"Y"|"N"|""|"***********************"|"school_near_town, good feedback, friendly, chinese_few"
647|"Focus International Overseas Student Service"|"Rua do Campo No.117,"|"Macau"|"Edf. Mei Mei, 2 Andar,"|"Macau"|""|"853 2837 3809"|""|"www.focus.com.mo"|""|"Co-Ed"|""|""|""|0|0|""|"20131121111920"|"AA00003"|"skype ID: focus.macau"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
30068|"Stockport Grammar School"|"Buxton Road"|"United Kingdom"|"Stockport"|"Cheshire"|"SK2 7AF"|"+44 (0)161 456 9000"|""|"www.stockportgrammar.co.uk"|"sgs@stockportgrammar.co.uk"|"Co-Ed"|"Independent School"|"Senior"|""|1014|0|"Day (11-18)"|"20200226192931"|"AA00078"|"20200226: Stockport Grammar Junior School (Age Range:3-11) is the junior school of Stockport Grammar School."|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
564|"Ursuline College"|"Westgate on Sea"|"UK"|"Westgate on Sea"|"Kent"|"CT8 8LX"|"44 18 4383 4431"|"44 18 4385 3365"|"www.ursuline.kent.sch.uk"|"info@ursuline.kent.sch.uk"|"Co-Ed"|"Stabis School"|""|""|0|0|"Day (11-18)"|"20200226135854"|"AA00078"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|"Non-comm"
668|"Mount House School"|"Camlet Way"|"UK"|"Hadley Wood, Herts"|"London & Greater London"|"EN4 0NJ"|"44 20 8449 6889"|"44 20 8441 5632"|"www.mounthouse.org.uk"|"schooladminofficer@mounthouse.org.uk"|"Co-Ed"|""|""|""|190|0|"Day (11-18)"|"20200227163621"|"AA00078"|"20191015: Transit from St. Martha's Senior School to Mount House School
St Martha's expect overseas students to pay school fees in two instalments in Sept and Feb or normally one in Sept [29 Aug 2011]
SLN : 0PQBVQYF7"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
30206|"The King's School, Worcester"|"5 College Green"|"UK"|"Worcester"|"Worcestershire"|"WR1 2LL"|"44 0 1905 721700"|""|"https://www.ksw.org.uk/"|"info@ksw.org.uk"|"Co-Ed"|"Independent School"|""|""|870|0|"Day (11-18)"|"20240305184453"|"AA00078"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
30085|"Bablake and King Henry VIII School"|"Coundon Road"|"UK"|"Coventry"|"West Midlands"|"CV1 4AU"|"44 024 7627 1200"|""|"https://www.bkhs.org.uk/"|"info.bablake@bkhs.org.uk / info.khviii@bkhs.org.uk"|"Co-Ed"|""|""|""|771|0|"Day (11-18)"|"20211023155930"|"AA00078"|"In September 2021, Bablake and King Henry VIII School came together to bring best practice and facilities from each school, offering a first-class independent education for 3 to 18 year olds."|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
30074|"King Edward's School, Birmingham"|"Edgbaston Park Road"|"United Kingdom"|"Birmingham"|"West Midlands"|"B15 2UA"|"+44 (0)121 472 1672"|""|"https://kes.org.uk/"|"office@kes.org.uk"|"Boys"|""|""|""|877|0|"Day (11-18)"|"20201008110811"|"AA00078"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
30134|"Haberdashers' Boys' School"|"Butterfly Lane"|"UK"|"Elstree"|"Hertfordshire"|"WD6 3AF"|"+44 (0)20 8266 1700"|""|"https://www.habsboys.org.uk/"|"hm@habsboys.org.uk"|"Boys"|""|""|""|1138|0|"Day (11-18)"|"20211126162644"|"AA00078"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
30202|"Maven Education"|""|"."|"."|"."|""|""|""|""|""|"."|""|""|""|0|0|""|"20230807184308"|"AA00007"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
674|"The Priory Academy LSST"|"Cross O'Cliff Hill"|"UK"|"Lincoln"|"Lincolnshire"|"LN5 8PW"|"44 15 2288 9977"|"44 15 2287 1300"|"www.priorylsst.co.uk"|"generalenquiries@prioryacademylsst.co.uk"|"Co-Ed"|"Stabis School_Comm"|"Senior"|""|1800|60|"Day (11-18)"|"20201009173836"|"AA00078"|"20200519: School will stop boarding in Sep-2020
Website: www.prioryacademies.co.uk/priory
Email: generalenquiries@prioryacademies.co.uk
Sixth Form boarding only"|0|0|17|"N"|"Y"|"N"|""|"***********************"|"chinese_few, friendly, down_to_earth"
30087|"Kew House School"|"6 Capital Interchange Way"|"UK"|"Brentford"|"London"|"TW8 0EX"|"+44 (0)20 8742 2038"|""|"www.kewhouseschool.com"|"info@kewhouseschool.com"|"Co-Ed"|"Independent School"|""|""|566|0|"Day (11-18)"|"20211204165749"|"AA00078"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
30114|"Loughborough High School"|"Burton Walks"|"UK"|"Loughborough"|"Leicestershire"|"LE11 2DU"|"+44 (0)1509 212348"|""|"http://lsf.org/high/"|"high.office@lsf.org"|"Girls"|"Independent School"|""|""|544|0|"Day (11-18)"|"20210731160159"|"AA00078"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
415|"Royal School Armagh"|"College Hill"|"UK"|"Armagh"|"Northern Ireland"|"BT61 9DH"|"44 28 3752 2807"|"44 28 3752 5014"|"www.royalschool.com"|"info@royalschool.com"|"Co-Ed"|"Independent School 1"|"All"|"All Faiths"|873|87|"9-19 (4-19)"|"20241207112152"|"AA00011"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"value_for_money, friendly, down_to_earth, chinese_few"
30037|"Frewen College"|"Northiam"|"UK"|"Rye"|"East Sussex"|"TN31 6NL"|"44 17 9725 2494"|""|"www.frewencollege.co.uk"|"office@frewencollege.co.uk"|"Co-Ed"|"Independent School"|"Senior"|"Non-denominational"|100|30|"9-19 (7-19)"|"20200222204923"|"AA00078"|"specialists in Specific Learning Difficulties, including dyslexia, dyspraxia and dyscalculia"|0|0|17|"N"|"N"|"N"|""|"***********************"|""
476|"St. David's College"|"Gloddaeth Hall"|"UK"|"Llandudno"|"Conwy, North Wales"|"LL30 1RD"|"44 14 9287 5974"|"44 14 9287 0383"|"www.stdavidscollege.co.uk"|"hmsec@stdavidscollege.co.uk"|"Co-Ed"|"Independent School"|"All"|"Inter denominational"|258|108|"9-19 (9-19)"|"20200225171628"|"AA00078"|"not academically selective. School SEN department has an enviable international reputation, especially in the area of dyslexia. Offer Occupational Therapy and have Speech and Language specialists on site.
20140821: Around 40% of pupils have a diagnosis of dyslexia or another specific learning difficulty. Nineteen per cent of pupils have a statement of special educational needs and their placements are funded by their home local authorities. The school offers a high level of additional specialist support"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"special_need_school, chinese_few, rural"
371|"Purcell School"|"Aldenham Road"|"UK"|"Bushey"|"Hertfordshire"|"WD23 2TS"|"44 19 2333 1100"|"44 19 2333 1166"|"www.purcell-school.org"|"info@purcell-school.org"|"Co-Ed"|"Independent School 1"|"All"|"Nondenominational"|194|149|"9-19 (9-19)"|"20241206171244"|"AA00011"|"NON COM"|0|0|17|"Y"|"N"|"Y"|""|"***********************"|"Non-comm"
394|"Reed's School"|"Sandy Lane"|"UK"|"Cobham"|"Surrey"|"KT11 2ES"|"44 19 3286 9044"|"44 19 3286 9046"|"www.reeds.surrey.sch.uk"|"admissions@reeds.surrey.sch.uk"|"Boys"|"Independent School 1"|"All"|"Church of England"|825|85|"B:11-18,G:16-18 (11-18)"|"20241206180833"|"AA00011"|"[25Mar14] An INDUCTION DAY for ALL NEW PUPILS (include HK Boarders) on Wednesday 03SEPT2014. For further information, please go FilingSystem-> Reed's School-> ArrivalForm->InductionDaySept2014

[02Aug11] For 2012 application, we will be able to take 4 or 5 Sixth Formers (a mixture of boys and girls), for year 9 places, we are already full, but We can certainly consider boys for both Year 7 and Year 10 places but again they would need to be very strong candidates with music being an advantage
 
[29July11]The Close (which is the Boarding House for Years 7 & 8 can take 12 boys and will be full in September with 6 in Year 7 and 6 in Year 8. 

School House (for Years 9, 10 & 11) holds 42 boys and is also full.
 
Sixth Form House (Years 12& 13) can take 43 Sixth Formers and again full with 31 Boys and 12 Girls.
 
Reed’s Sponsor License Number was 4N52AJRGX"|0|0|17|"Y"|"Y"|"Y"|"reeds"|"***********************"|"Caring_ex, induction, Tennis, Skiing"
37|"Ardingly Prep"|""|"UK"|"Haywards Heath"|"West Sussex"|"RH17 6SQ"|""|""|"https://www.ardingly.com/prep/"|""|"Co-Ed"|"Independent School 1"|"Prep_S"|"Church of England"|217|31|"9-13 (2-13)"|"20241212121546"|"AA00107"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
30099|"Sutton Grammar School"|"Manor Lane"|"UK"|"Sutton"|"Surrey"|"SM1 4AS"|"44 020 8642 3821"|""|"https://www.suttongrammar.sutton.sch.uk/"|"office@suttongrammar.sutton.sch.uk"|"Boys (6G)"|"Stabis"|""|""|0|0|""|"20210612132302"|"AA00078"|""|0|0|17|"N"|"N"|"N"|""|"***********************"|""
439|"Shiplake College"|"-"|"UK"|"Henley on Thames"|"Oxfordshire"|"RG9 4BW"|"44 11 8940 2455"|"44 11 8940 5204"|"www.shiplake.org.uk"|"info@shiplake.org.uk"|"Boys (6G)"|"Independent School"|"Senior"|"Church of England"|475|159|"B:11-18,G:17-18 (11-18)"|"20200225165640"|"AA00078"|""|0|0|17|"Y"|"Y"|"N"|""|"***********************"|"Caring_ex, friendly, special_need"
582|"Westminster School"|"17 Dean's Yard"|"UK"|"Westminster"|"London & Greater London"|"SW1P 3PB"|"44 20 7963 1003"|"44 20 7963 1006"|"www.westminster.org.uk"|""|"Boys (6G)"|"Independent School 1"|"All"|"Anglican"|774|166|"B:13-18,G:16-18 (13-18)"|"20241209161953"|"AA00011"|"Westminster Under School (SCID:30072) is the prep school of Westminster School.
School does not support any application for children who need visas to study in the UK under the age of 16.
HTS, GENERAL
School does not offer private tour visit, family can only join open day."|0|0|17|"Y"|"N"|"Y"|""|"***********************"|"Non-comm"
168|"Elstree School"|"Woolhampton"|"UK"|"Reading"|"Berkshire"|"RG7 5TD"|"44 11 8971 3302"|""|"www.elstreeschool.org.uk"|"office@elstreeschool.org.uk"|"Boys"|"Independent School"|""|"Church of England"|228|42|"B:8-13 (B:3-13,G:Day 3-8)"|"20200222182658"|"AA00078"|"16Nov13: some Day girls"|0|0|17|"Y"|"Y"|"N"|""|"***********************"|""
30077|"Kingston Grammar School"|"London Road"|"UK"|"Kingston upon Thames"|"Greater London"|"KT2 6PY"|"44 020 8546 5875"|""|"https://www.kgs.org.uk/"|""|"Co-Ed"|""|""|""|809|70|"Boarding:11-18 Day 3-18)"|"20241209175856"|"AA00107"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
30150|"Kneller Hall School"|"65 Kneller Road,"|"UK"|"Twickenham"|"London"|"TW2 7DH"|"44 020 8891 6264"|""|"https://www.radnor-twickenham.org/"|"info@radnorhouse.org"|"Co-Ed"|"Independent School"|""|""|0|0|"Day"|"20221105150631"|"AA00078"|"20221105: Kneller Hall School - Radnor House Twickenham

For Radnor House Senior and Kneller Hall:

Admissions: admissions@radnorhouse.org
General Enquiry: info@radnorhouse.org

Telephone:  020 8891 6264

For Radnor House Prep School: 

Admissions: admissions@radnor-twickenham.org
General Enquiry: info@radnor-twickenham.org

Telephone: 020 3040 0633"|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
30145|"Godolphin and Latymer School"|"Iffley Road"|"UK"|"Hammersmith"|"London"|"W6 0PG"|"44 020 8741 1936"|""|"https://www.godolphinandlatymer.com/"|"office@godolphinandlatymer.com"|"Girls"|"Independent School"|""|""|823|0|"Day (11-18)"|"20220119102541"|"AA00078"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
30073|"King Edward VI High School for Girls"|"Edgbaston Park Road"|"United Kingdom"|"Birmingham"|"West Midlands"|"B15 2UB"|"+44 (0)121 472 1834"|""|"https://www.kehs.org.uk/"|"enquiries@kehsmail.co.uk"|"Girls"|""|"Senior"|""|622|0|"Day (11-18)"|"20200925162025"|"AA00078"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
30104|"Bute House Preparatory School for Girls"|"Luxemburg Gardens"|"UK"|"Hammersmith"|"London"|"W6 7EA"|"44 0207 603 7381"|""|"https://www.butehouse.co.uk/"|"mail@butehouse.co.uk"|"Girls"|""|""|""|304|0|"Day (4-11)"|"20210720165547"|"AA00078"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
653|"British Boarding Schools Workshop"|"SR Events Ltd"|"UK"|"Maple House, Goudhurst Road, Horsmonden"|"Kent"|"TN12 8AE"|"44 18 9272 4926"|"44 87 0706 2718"|"http://bbsw.org.uk/"|""|"Co-Ed"|""|""|""|0|0|""|"20131224103646"|"AA00025"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
30109|"City of London School For Girls"|"St Giles’ Terrace"|"UK"|"Barbican"|"London"|"EC2Y 8BB"|"44 020 7847 5500"|""|"https://clsg.org.uk/"|"reception@clsg.org.uk"|"Girls"|""|""|""|769|0|"Day (7-18)"|"20210720175247"|"AA00078"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
507|"Stonar School"|"Cottles Park"|"UK"|"Atworth Melksham"|"Wiltshire"|"SN12 8NT"|"44 12 2570 1740"|"44 12 2579 0830"|"www.stonarschool.com"|""|"Co-Ed"|"Independent School 1"|"All"|"Non denominational"|426|126|"9-18 (2-19)"|"20241209134803"|"AA00011"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"Riding_ex, friendly, Caring_ex, rural, down_to_earth"
151|"Dragon School"|"Bardwell Road"|"UK"|"Oxford"|"Oxfordshire"|"OX2 6SS"|""|""|"www.dragonschool.org/"|""|"Co-Ed"|"Independent School 1"|"Prep"|"Non denominational"|807|241|"8-13 (4-13)"|"20241207124317"|"AA00107"|""|0|0|17|"Y"|"Y"|"N"|""|"***********************"|""
30196|"InvestIN Education"|"Beaumont Midtown, 322 High Holborn"|"UK"|"London"|"London"|"WC1V 7PB"|"+44 (0)20 3488 5089"|""|"www.investin.org"|"info@investin.org"|"Co-Ed"|""|""|""|0|0|""|"20230224120418"|"AA00078"|"We offer teenagers the chance to test drive their dream career, through our range of immersive career experiences. On our programmes, students gain hands-on experience alongside top industry professionals, enabling them to make the right career decisions and maximise their potential."|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
2|"Badminton School"|"Westbury Road"|"UK"|"Westbury-On-Trym"|"Bristol"|"BS9 3BA"|"44 11 7905 5200"|"44 11 7962 8963"|"http://www.badmintonschool.co.uk/"|""|"Girls"|"Independent School 1"|"Senior"|"Non denominational"|541|167|"9-18 (3-18)"|"20241212123419"|"AA00107"|"[10 Oct 2017] No. of pupils: 310 in Senior School; 140 in Junior School
[13Sept17] use Online registration https://www.badmintonschool.co.uk/admissions/the-admissions-process)
[17Nov15] new online applicant registration process (http://www.badmintonschool.co.uk/2409/admissions/registration/).
School (soft-)launched this today in order to make the application process a little easier for parents/ pupils. Although School  would PREFER registrations to be made online, we can still ACCEPT paper copy registrations. 


[Nov2014] school confirms no need to upload completed exam papers after TS"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"academic_push, down_to_earth, campus_enclosed, Caring_ex"
85|"Bryanston School"|"Bryanston"|"UK"|"Blanford"|"Dorset"|"DT11 0PX"|"44 12 5845 2411"|""|"www.bryanston.co.uk"|"post@bryanston.co.uk"|"Co-Ed"|"Independent School 1"|"Senior"|"Church of England"|819|564|"9-18 (3-18)"|"20240202150504"|"AA00078"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"activities_ex, chinese_few, campus_huge, traditional, IB"
557|"Truro High School For Girls"|"Falmouth Road"|"UK"|"Truro"|"Cornwall"|"TR1 2HU"|"44 18 7227 2830"|"44 18 7227 9393"|"www.trurohigh.co.uk"|"admin@trurohigh.co.uk"|"Girls"|"Independent School 1"|"All"|"Church of England"|385|37|"9-18 (4-18)"|"20241209153443"|"AA00011"|"20191012: The school will be no longer be publishing its GCSE and A Level results. It has also withdrawn from league tables.
New Features:
 Video Link from School Website: http://www.trurohigh.co.uk/videos"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"rural, value_for_money, good feedback, friendly, down_to_earth"
50|"Bedford School"|"De Pary's Avenue"|"UK"|"Bedford"|"Bedfordshire"|"MK40 2TU"|"44 12 3436 2200"|"44 12 3436 2283"|"www.bedfordschool.org.uk"|"info@bedfordschool.org.uk"|"Boys"|"Independent School 1"|"Senior"|"Church of England"|1071|246|"9-18 (7-18)"|"20241212175035"|"AA00107"|"20200218: Bedford Preparatory School (SCID:49) is the prep school of Bedford School. (Please note Boarder No. includes prep students)
The Sponsor Licence number is: 3QVCNTJP6"|0|0|17|"Y"|"Y"|"Y"|"bedford"|"***********************"|"campus_enclosed, down_to_earth, geog, music_gd, math, science, IB"
623|"Lomond School"|"10 Stafford Street"|"UK"|"Helensburgh, Argyll & Bute"|"Scotland"|"G84 9JX"|"44 14 3667 2476"|"44 14 3667 8320"|"http://www.lomondschool.com/"|"admin@lomondschool.com"|"Co-Ed"|"Independent School 1"|"All"|"Non denominational"|367|54|"9-18 (9-18)"|"20230321150730"|"AA00078"|"This school uses Scottish System: Standard Grade - Intermediate 1&2 - Higher & Advanced Higher"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"Caring_ex, friendly, school_near_town, value_for_money"
482|"Saint Felix School"|"Halesworth Road, Reydon"|"UK"|"Southwold"|"Suffolk"|"IP18 6SD"|"44 15 0272 2175"|"44 15 0272 2641"|"www.stfelix.co.uk"|"schooladmin@stfelix.co.uk"|"Co-Ed"|"Independent School"|"All"|"Non denominational"|329|78|"9-19 (2-19)"|"20200225162947"|"AA00078"|"[11 May 2012] All overseas students who wish to apply to study at Saint Felix School are required to sit their English Placement Test. This gives school a good indication of their level of English in order that school may place them in the relevant EAL classes. School would also like to see a copy of their most recent report (translated if possible). Student also need to complete Student Application Questionnaire for application."|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"Swimming, special_need, rural, chinese_many"
24|"Abbotsholme School"|"Roceste"|"UK"|"Uttoxeter"|"Staffordshire"|"ST14 5BS"|"44 18 8959 0217"|"44 18 8959 1001"|"www.abbotsholme.co.uk"|"enquiries@abbotsholme.co.uk"|"Co-Ed"|"Independent School"|"Senior"|"Inter denominational"|259|93|"9-19 (2-19)"|"20200222155629"|"AA00078"|"headabbotsholme@btconnect.com (if confidential)"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"down_to_earth, friendly, rural"
556|"Trinity School"|"Buckeridge Road"|"UK"|"Teignmouth"|"Devon"|"TQ14 8LY"|""|""|"www.trinityschool.co.uk/"|"enquiries@trinityschool.co.uk"|"Co-Ed"|"Independent School"|"All"|"Roman Catholic/Church of England"|282|47|"9-19 (3-19)"|"20200222213515"|"AA00078"|"[13 Apr 2013] School will be running a new Sixth Form Foundation course in Sept 2013. Please see server for details

Sponsor Licence Number: P2E4DHHAX"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"YES School, Tennis, rural, down_to_earth, value_for_money"
450|"Bede's Prep School"|"Dukes Drive"|"UK"|"Eastbourne"|"East Sussex"|"BN20 7XL"|"44 13 2374 6413"|""|"www.bedes.org"|"prep.school@bedes.org"|"Co-Ed"|"Independent School 1"|"Prep_S"|"Nondenominational"|313|23|"9-13 (0-13)"|"20241212150355"|"AA00107"|"20200218: Bede's School (SCID:472) is the senior school of Bede's Prep School."|0|0|17|"Y"|"Y"|"N"|"bedeprep"|"***********************"|""
676|"Handcross Park School"|"London Road, Handcross"|"UK"|"Haywards Heath"|"West Sussex"|"RH17 6HF"|"44 14 4440 0526"|"44 14 4440 0527"|"www.handcrossparkschool.co.uk"|"info@handxpark.com"|"Co-Ed"|"Independent School 1"|"Prep"|"Church of England"|407|52|"9-13 (2-13)"|"20250115102806"|"AA00132"|"Handcross Park School is the trading name of Newells School Trust Ltd, which is a registered company, 
registered in England with registration number 932584, with a registered address of Newells School Trust Ltd.

From September 2025, Handcross Park School will be known as Brighton College Prep Handcross."|0|0|17|"N"|"Y"|"N"|""|"***********************"|"chinese_few, activities_gd, busy_life"
30050|"Caldicott Preparatory School"|"Crown Lane, Farnham Royal"|"UK"|"Slough"|"Berkshire"|"SL2 3SL"|"+44 (0) 1753 649 300"|""|"https://www.caldicott.com/default.aspx"|"office@caldicott.com"|"Boys"|""|""|""|244|115|"9-13 (7-13)"|"20200227122048"|"AA00078"|""|0|0|13|"Y"|"N"|"N"|""|"***********************"|""
30041|"ISEB"|"Endeavour House, Crow Arch Lane"|"UK"|"Ringwood"|"-"|""|"44 014 2547 0555"|""|"https://www.iseb.co.uk/"|"enquiries@iseb.co.uk"|"Co-Ed"|""|""|""|0|0|""|"20161019104641"|"AA00044"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
485|"St. Hugh's School"|"Carswell Manor"|"UK"|"Faringdon"|"Oxfordshire"|"SN7 8PT"|"44 13 6787 0700"|"44 13 6787 0707"|"www.st-hughs.co.uk"|"office@st-hughs.co.uk"|"Co-Ed"|"Independent School"|"Prep"|"Church of England"|341|60|"9-14 (3-14)"|"20200225172556"|"AA00078"|""|0|0|17|"Y"|"Y"|"N"|""|"***********************"|""
651|"St. John's International School"|"Broadway"|"UK"|"Sidmouth"|"Devon"|"EX10 8RG"|"44 13 9551 3984"|"44 13 9551 4539"|"www.stjohnsdevon.co.uk"|"contact.stjohns@iesmail.com"|"Co-Ed"|"Independent School"|"All"|"Inter denominational"|165|38|"9-17 (2-17)"|"20200225173504"|"AA00078"|"for non-English speaking students
No Places available in Year 6 in Term 3 (DOB: 01Sept99 to 31Aug00)
Year 10 places available only in Term 1 (DOB:01Sept95 to 31Aug96)"|0|0|17|"Y"|"Y"|"N"|""|"***********************"|""
185|"Framlingham College"|"College Road"|"UK"|"Framlingham"|"Suffolk"|"IP13 9EY"|"44 17 2872 3789"|""|"www.framcollege.co.uk"|"reception@framcollege.co.uk"|"Co-Ed"|"Independent School 1"|"Senior"|"Church of England"|686|190|"9-18 (3-18)"|"20210119115731"|"AA00078"|"20200215: Framlingham College Prep School (SCID:186) is the prep school of Framlingham College.
HTS"|0|0|17|"Y"|"Y"|"Y"|"framlingham"|"***********************"|"rural, friendly, good feedback, campus_huge"
46|"Reddam House Berkshire"|"Bearwood Rd"|"UK"|"Sindlesham, Wokingham"|"Berkshire"|"RG41 5BG"|"44 11 8974 8300"|"44 11 8977 3186"|"http://reddamhouse.org.uk"|"registrar@reddamhouse.org.uk"|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|587|49|"9-18 (0-18)"|"20200225155923"|"AA00078"|"20180614: Formerly Bearwood College
[2Feb15] In Sep 2015, Bearwood College will re-launch under the Reddam House banner as ""Reddam House Bearwood"". (News saved in Filing System).

[16Mar13] we would consider applications from students who are 18 years old. This would be done on a case by case basis and language dependent.

Ideally we would prefer students to be 17 years of age or under but would not dismiss an application from a student who is 18 years of age.

[14Feb13] Please note that Bearwood College is able to issue Tier 4 Child and General CAS numbers"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
627|"Sherfield School"|"Sherfield-on-Loddon"|"UK"|"Hook, Hants"|"Hampshire"|"RG27 0HU"|"1256 884 800"|"1256 883 172"|"www.sherfieldschool.co.uk"|"info@sherfieldschool.co.uk"|"Co-Ed"|"Independent School"|"Senior"|"Non denominational"|384|44|"9-18 (1-18)"|"20200225165333"|"AA00078"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
363|"Pocklington School"|"West Green"|"UK"|"Pocklington"|"East Riding of Yorkshire"|"YO42 2NJ"|"44 17 5930 3200"|"44 17 5930 6366"|"www.pocklingtonschool.com"|"mainoffice@pocklingtonschool.com"|"Co-Ed"|"Independent School 1"|"All"|"Christian"|802|84|"9-18 (2-18)"|"20241211173034"|"AA00011"|""|0|0|17|"Y"|"Y"|"N"|""|"***********************"|"value_for_money, good feedback, chinese_few, school_near_town"
30204|"Haberdashers’ Girls’ School"|"Aldenham Road"|"UK"|"Elstree"|"Hertfordshire"|"WD6 3BT"|"44 020 8266 2300"|""|"www.habsgirls.org.uk"|"office@habsgirls.org.uk"|"Girls"|"Independent School"|""|""|0|0|""|"20231130141202"|"AA00078"|"20231130: School profile opened for exam purpose"|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
566|"Victoria College Belfast"|""|"Northern Ireland"|"2A Cranmore Park"|"Belfast"|"BT9 6JA"|"44 28 9066 1506"|"44 028 9066 6898"|"https://www.victoriacollege.org.uk/"|"nmawhinney170@c2kni.net"|"Girls"|"Independent School 1"|""|"Non denominational"|1076|2|"9-18 (2-18)"|"20241122172019"|"AA00127"|"20241122: No longer operates boarding dept.

20221011: New website will be launced soon.
20200310: School main page- www.victoriacollege.org.uk"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"value_for_money, traditional, school_near_town, friendly, down_to_earth"
