"school_id"|"name"|"address"|"country"|"city"|"county"|"postcode"|"tel"|"fax"|"website"|"email"|"schooltype"|"si"|"sp"|"ra"|"pupilno"|"boarderno"|"boarderage"|"lastupdate"|"staffid"|"remarks"|"lat"|"lng"|"childvisaage"|"case"|"case"|"case"|"loginname"|"loginpassword"|"keyword"
1650|"Bell Bedgebury"|""|"UK"|""|""|""|"01223212333"|"01223275592"|"www.bedgeburyschool.co.uk"|""|""|""|""|""|0|0|""|"20120806190149"|""|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1651|"Bournemouth & Poole College"|"The Lansdowne"|"UK"|"Bournemouth"|"Dorset"|"BH1 3JJ"|"01202205205"|""|"www.thecollege.co.uk/"|""|"Co-Ed"|""|""|""|0|0|""|"20120806190149"|""|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1652|"INTO - The University of Manchester"|"INTO Manchester, Bridgewater House, 58/60 Whitworth Street"|""|"Manchester"|"Greater Manchester"|"M1 6LT"|"1612797272"|"1612340900"|"http://into.uk.com/manchester_uom/contact_us.php"|""|"Co-Ed"|""|""|""|0|0|""|"20120806190152"|""|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1653|"Kingsmead School"|"Bertram Drive,Hoylak"|"UK"|"Wirral"|"Merseyside"|"CH47 0LL"|"151 632 3156"|"151 632 0302"|"www.kingsmeadschool.com/"|"enquiries@kingsmeadschool.com"|"Co-Ed"|"Independent School"|"All"|"Church of England"|182|0|"0"|"20130829131146"|"AA00025"|"BOARDING CLOSED. [12 Sep 2012]
 
From July 2012 school will no longer be taking in boarding students, only day students. [16 March 2012]"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1654|"Surval Montreux"|"International School for Girls 56, rte de Glion CH 1820"|"Switzerland"|"Montreux"|"-"|""|"+41 (0)219661616"|""|"www.surval.ch"|"info@surval.ch"|"Girls"|"Independent School"|""|""|0|0|""|"20130606151114"|"AA00025"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
1655|"EduWise Macau Ltd"|"Rm 1709, 1-3 Rua Pedro Jose Lobo, Luso International Bank Building"|"Macau"|""|""|""|"853 2871-5989"|""|""|""|""|""|""|""|0|0|""|"20120806190152"|""|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1656|"Abbey College Manchester (DLD Group)"|"5-7 Cheapside"|"UK"|"Off King Street"|"Manchester"|"M2 4WG"|"44 16 1817 2700"|"44 16 1817 2705"|"www.abbeymanchester.co.uk/"|"admin@abbeymanchester.co.uk"|"Co-Ed"|"Independent"|""|""|0|0|""|"20131228100101"|"AA00025"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
1657|"Old Swinford Hospital"|"."|"UK"|"Stourbridge"|"West Midlands"|"DY8 1QX"|"44 13 8481 7300"|"44 13 8444 1686"|"www.oshsch.com"|"reception@oshsch.com"|"Boys (6G)"|"Stabis School"|"Senior"|""|657|406|"11-18"|"20131227162805"|"AA00025"|"There are at present 658 pupils in the school, the vast majority being boarders, with some 272 in the Sixth Form [06 Sept 2011]"|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
1658|"Burford School"|"Cheltenham Road"|"UK"|"Burford"|"Oxfordshire"|"OX18 4PL"|""|""|"www.burford.oxon.sch.uk"|""|"Co-Ed"|"Stabis School"|"All"|""|1166|90|"11-19"|"20131022181446"|"AA00027"|"When check place with Burford please make sure the attached application form is also completed and sent to the school together with a copy of student’s passport.

skype ID: burfordboardingschool"|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
1659|"Adams' Grammar School"|"High Street"|"UK"|"Newport"|"Shropshire"|"TF10 7BD"|"44 19 5238 6300"|"44 19 5238 6301"|"www.adamsgs.org.uk"|""|"Boys (6G)"|"Stabis School"|""|"Non Denominational"|838|100|"11-18"|"20131224100508"|"AA00025"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
1660|"Kings' School Winchester"|"Romsey Road"|"UK"|"Winchester"|"Hampshire"|"SO22 5PN"|"44 19 6286 1161"|"44 19 6284 9224"|"www.kings-winchester.hants.sch.uk"|""|"Co-Ed"|"Stabis School"|"Senior"|""|1820|31|"11-18"|"20131227134503"|"AA00025"|"NON-COMM"|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
3250|"Brymore Academy"|"Cannington"|"UK"|"Bridgwater"|"Somerset"|"TA5 2NB"|"44 12 7865 2369"|"44 12 7865 3244"|"http://brymoreacademy.co.uk/"|"office@brymore.somerset.sch.uk"|"Boys"|"Stabis School"|""|""|192|0|""|"20160603121727"|"AA00044"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
1661|"The Priory Academy LSST"|"Cross O'Cliff Hill"|"UK"|"Lincoln"|"Lincolnshire"|"LN5 8PW"|"44 15 2288 9977"|"44 15 2287 1300"|"www.prioryacademylsst.co.uk"|"generalenquiries@prioryacademylsst.co.uk"|"Co-Ed"|"Stabis School"|"Senior"|""|1800|60|"11-18"|"20131227180316"|"AA00025"|"Website: www.prioryacademies.co.uk/priory
 Email: generalenquiries@prioryacademies.co.uk"|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
1662|"Downside School"|"Stratton on the Fosse, Radstock"|"UK"|"Bath"|"Somerset"|"BA3 4RJ"|"44 17 6123 5100"|""|"www.downside.co.uk"|"admin@downside.co.uk"|"Co-Ed"|"Independent School"|"All"|"Roman Catholic"|344|277|"11-18"|"20131224123353"|"AA00025"|"Headmaster's Secretary: Marilyn Miland"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1663|"Limavady College"|"Main Street Limavady"|"UK"|"Co.Londonderry"|"-"|"BT49 0EX"|"44 28 7127 8700"|"44 28 7776 1018"|"www.limavady.ac.uk"|""|"Co-Ed"|""|""|""|0|0|""|"20131227135639"|"AA00025"|"Further Education College
 
Merged to North West Regional College on 1st August 2007"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1664|"Pipers Corner School"|"Great Kingshill"|"UK"|"High Wycombe"|"Buckinghamshire"|"HP15 6LP"|"44 14 9471 8255"|"44 14 9471 9806"|"www.piperscorner.co.uk"|"theschool@piperscorner.co.uk"|"Girls"|"Independent School"|"All"|"Church of England"|530|27|"7-18"|"20131227174749"|"AA00025"|"SLN : 37MVHGFW1"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1665|"Abbey College in London"|"23 Bloomsbury Square"|"UK"|"London"|"London & Greater London"|"WC1A 2PJ"|"44 20 7636 4977"|"44 20 7636 4979"|"www.abbeycollegeinlondon.com"|"info@abbeycollegeinlondon.com"|"Co-Ed"|"Independent School"|"Senior"|""|0|0|""|"20131224100138"|"AA00025"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1666|"Abbey College in London"|"23 Bloomsbury Square"|"UK"|"London"|"London & Greater London"|"WC1A 2PJ"|"44 20 7636 4977"|"44 20 7636 4979"|"http://www.abbeycollegeinlondon.co.uk/"|"info@abbeycollegeinlondon.com"|"Co-Ed"|"Independent School"|"Senior"|""|0|0|""|"20140110152925"|"AA00019"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1667|"Norwich School"|"70 The Close"|"UK"|"Norwich"|"Norwich"|"NR1 4DD"|"44 16 0372 8430"|""|"http://www.norwich-school.org.uk/"|"enquiries@norwich-school.org.uk"|"Co-Ed"|"Independent"|""|""|0|0|""|"20140113151608"|"AA00003"|"Day School"|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
1668|"Norwich School"|"70 The Close"|"UK"|"Norwich"|"Norfolk"|"NR1 4DD"|"44 16 0372 8430"|""|"http://www.norwich-school.org.uk/"|"enquiries@norwich-school.org.uk"|"Co-Ed"|"Independent"|""|""|0|0|""|"20140113151824"|"AA00003"|"Day School"|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
1669|"Norwich School"|"70 The Close"|"UK"|"Norwich"|"Norfolk"|"NR1 4DD"|"44 16 0372 8430"|""|"http://www.norwich-school.org.uk/"|"enquiries@norwich-school.org.uk"|"Co-Ed"|"Independent"|""|""|681|0|""|"20140113151840"|"AA00003"|"Day School"|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
1670|"Norwich School"|"70 The Close"|"UK"|"Norwich"|"Norfolk"|"NR1 4DD"|"44 16 0372 8430"|""|"http://www.norwich-school.org.uk/"|"enquiries@norwich-school.org.uk"|"Co-Ed"|"Independent"|""|""|1020|0|""|"20140113151852"|"AA00003"|"Day School"|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
1671|"Norwich School"|"70 The Close"|"UK"|"Norwich"|"Norfolk"|"NR1 4DD"|"44 16 0372 8430"|""|"http://www.norwich-school.org.uk/"|"enquiries@norwich-school.org.uk"|"Co-Ed"|"Independent"|""|"Christian"|1020|0|""|"20140113151908"|"AA00003"|"Day School"|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
1672|"Leys School (The)"|"Trumpington Road"|"UK"|"Cambridge"|"Cambridgeshire"|"CB2 7AD"|""|""|"www.theleys.net"|"office@theleys.net"|"Co-Ed"|"Independent School"|"Senior"|"Methodist"|555|272|"11-18"|"20130829132134"|"AA00025"|"[8 Jan 2013] New Bank details

hv discount if pay early, see server for details"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1683|"Beechwood Sacred Heart School"|"12 Pembury Road"|"UK"|"Tunbridge Wells"|"Kent"|"TN2 3QD"|""|""|"www.beechwood.org.uk"|"bsh@beechwood.org.uk"|"Girls"|"Independent School"|"All"|"Roman Catholic"|109|35|"11-18"|"20131003175102"|"AA00025"|"[3 OCt 2013] will be taking boys into boarding from September 2014

[20 Apr 2013]From this September, Mr Lennon will introduce into the curriculum a new cognitive development course, known as COGS.

Following the move to co-ed which began in 2008, BSH has continued to offer boarding places to girls only. We cannot at present extend this to boys, but we can accept applications from boys for Sixth Form as day pupils whilst living with local host families. (16/3/2010)
SPONSOR LICENCE NUMBER: 5XU7VB7Q9"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1684|"Caterham School"|"Harestone Valley Road"|"UK"|"Caterham"|"Surrey"|"CR3 6YA"|"44 18 8334 3028 / 335058 (Pat's direct line)"|"44 18 8334 7795   / 344248 (Pat's direct fax)"|"www.caterhamschool.co.uk"|""|"Co-Ed"|"Independent School"|"Senior"|"United Reformed of Church"|879|166|"11-18"|"20131224104719"|"AA00025"|"[16 Jan 2013]Caterham will not arrange school visit unless the student has registered with the school

[01 Nov 2011]Please send school report, AA test and 4 AS subjects to school when check place"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1685|"King's School, Rochester"|"Satis House, Boley Hill"|"UK"|"Rochester"|"Kent"|"ME1 1TE"|"44 16 3488 8555"|""|"www.kings-rochester.co.uk"|"info@kings-rochester.co.uk"|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|619|57|"11-18"|"20131227134446"|"AA00025"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1686|"King William's College"|""|"UK"|"Castletown"|"Isle of Man"|"IM9 1TP"|"44 16 2482 0400"|"44 16 2482 4287"|"kwc.im/"|"reception@kwc.sch.im"|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|378|80|"11-18"|"20131227134759"|"AA00025"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1687|"King William's College"|""|"UK"|"Castletown"|"Isle of Man"|"IM9 1TP"|"44 16 2482 0400"|"44 16 2482 4287"|"kwc.im"|"reception@kwc.sch.im"|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|378|80|"11-18"|"20140124115129"|"AA00025"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1688|"King William's College"|""|"UK"|"Castletown"|"Isle of Man"|"IM9 1TP"|"44 16 2482 0400"|"44 16 2482 4287"|"kwc.im/"|"reception@kwc.sch.im"|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|378|80|"11-18"|"20140124115144"|"AA00025"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1689|"Royal School, Haslemere (The)"|"Farnham Lane"|"UK"|"Haslemere"|"Surrey"|"GU27 1HQ"|"44 14 2860 3052"|""|"www.royal.surrey.sch.uk"|"admissions@royal-school.org"|"Girls"|"Independent School"|"All"|"Church of England"|434|79|"7-18"|"20131228101917"|"AA00025"|"HTS"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1690|"Tresham Institute"|"St Mary&#039;s Road"|"UK"|"Kettering"|"Nottinghamshire"|"NN15 7BS"|""|""|"www.tresham.ac.uk"|"info@tresham.ac.uk"|"Co-Ed"|""|""|""|0|0|""|"20120806190152"|""|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1691|"Gresham's"|"Cromer Road"|"UK"|"Holt"|"Norfolk"|"NR25 6EA"|"44 12 6371 4500"|"44 12 6371 2028"|"www.greshams.com"|"reception@greshams.com"|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|495|275|"13-18"|"20131227120355"|"AA00025"|"[24 Aug 2012]
 Gresham’s will be offering solely the IB in the Sixth Form from September 2015. The switch to IB only will coincide with the opening of our new Sixth Form Centre for Sept 2015, which is a considerable investment for the School.
 
More information can be downloaded from this website: http://www.greshams.biz/flipbooks/sixthform/sthef/index.html 

Up until September 2015 Gresham's will continue to offer both A Levels and the IB Diploma Programme. The school will still be actively recruiting pupils for A Levels in September 2014.
 

*********************************************
 
HTS"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1692|"Gresham's"|"Cromer Road"|"UK"|"Holt"|"Norfolk"|"NR25 6EA"|"44 12 6371 4500"|"44 12 6371 2028"|"www.greshams.com"|"reception@greshams.com"|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|495|275|"13-18"|"20140212105913"|"AA00025"|"[12 Feb 2014] 
for September 2015, but that we will continue to offer both the International Baccalaureate Diploma and A Levels.

[24 Aug 2012]
Gresham’s will be offering solely the IB in the Sixth Form from September 2015. The switch to IB only will coincide with the opening of our new Sixth Form Centre for Sept 2015, which is a considerable investment for the School.
 
More information can be downloaded from this website: http://www.greshams.biz/flipbooks/sixthform/sthef/index.html 

Up until September 2015 Gresham's will continue to offer both A Levels and the IB Diploma Programme. The school will still be actively recruiting pupils for A Levels in September 2014.
 

*********************************************
 
HTS"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1693|"Astrum Education"|"11 Carteret Street"|"UK"|"London"|"London"|"SW1H 9DJ"|"44 20 3667 6640"|""|"www.astrumeducation.com/en/home/"|"admissions@astrumeducation.com"|"Co-Ed"|""|""|""|0|0|""|"20140212144807"|"AA00025"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
1694|"Astrum Education"|"11 Carteret Street"|"UK"|"London"|"London"|"SW1H 9DJ"|"44 20 3667 6640"|""|"www.astrumeducation.com/en/home/"|"info@astrumeducation.com"|"Co-Ed"|""|""|""|0|0|""|"20140212144848"|"AA00025"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
1695|"Ardingly College"|"College Road"|"UK"|"Haywards Heath"|"West Sussex"|"RH17 6SQ"|"44 14 4489 3000"|"44 14 4489 3001"|"www.ardingly.com"|"academicsec@ardingly.com"|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|905|256|"7-19"|"20131224101353"|"AA00025"|"Football; 
SPONSOR LICENCE NUMBER JAGW7VWX9"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
2016|"Cambridge Centre for Sixth-form Studies"|"14 St Paul's Road"|"UK"|"Cambridge"|"Cambridgeshire"|"CB1 2EZ"|""|""|"www.ccss.co.uk"|""|"Co-Ed"|"Independent College"|""|"Non denominational"|178|132|"15-24"|"20140527105141"|"AA00044"|"[27May14] old address: 14 St Paul's Road, CB1 2EZ
[15Mar14] Provide e-tutoring course called Cambridge-e. http://www.ccss.co.uk/cambridge-e.htm

Gender of Students Mixed (89 boys; 89 girls)
Numbers by Age 0-2 (EYFS): 5-11:
3-5 (EYFS): 15-24: 178"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1696|"Beechwood Sacred Heart School"|"12 Pembury Road"|"UK"|"Tunbridge Wells"|"Kent"|"TN2 3QD"|""|""|"www.beechwood.org.uk"|"bsh@beechwood.org.uk"|"Co-Ed"|"Independent School"|"All"|"Roman Catholic"|109|35|"11-18"|"20140117120445"|"AA00025"|"[3 OCt 2013] will be taking boys into boarding from September 2014

[20 Apr 2013]From this September, Mr Lennon will introduce into the curriculum a new cognitive development course, known as COGS.

Following the move to co-ed which began in 2008, BSH has continued to offer boarding places to girls only. We cannot at present extend this to boys, but we can accept applications from boys for Sixth Form as day pupils whilst living with local host families. (16/3/2010)
SPONSOR LICENCE NUMBER: 5XU7VB7Q9"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1697|"Bosworth Independent College"|"Nazareth House, Barrack Road"|"UK"|"Northampton"|"Northamptonshire"|"NN2 6AF"|""|""|"www.bosworthcollege.com"|""|"Co-Ed"|"Independent College"|""|"Non denominational"|316|247|"14-19"|"20121211103207"|"AA00032"|"Kim COOKE, airport transfer, stga02@bosworthcollege.com 
Anne Bell: Finance & Resources Manager [anne@bursar.plus.com]
 HTS
 SPONSOR LICENCE NUMBER: YA62NW1R5
 
Bosworth expect students to pay all fee yearly. The best they can do is 2 instalments."|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1698|"Bournemouth Collegiate School"|"College Road, Southbourne"|"UK"|"Bournemouth"|"Dorset"|"BH5 2DY"|"44 12 0243 6550"|"44 12 0214 8030"|"www.bournemouthcollegiateschool.co.uk"|"senior-admin@bournemouthcollegiateschool.co.uk"|"Co-Ed"|"Independent School"|"All"|"Non denominational"|420|54|"11-19"|"20131224103259"|"AA00025"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1699|"Cardiff Sixth Form College"|"1&3 Trinity Court, 21-27, Newport Road"|"UK"|"Cardiff"|"."|"CF24 0AA"|"44 29 2049 3121"|""|"www.ccoex.com/"|"enquiries@ccoex.com"|"Co-Ed"|"Independent College"|""|"Non denominational"|284|276|"16-19"|"20131224104641"|"AA00025"|"[8 Jan 2013]
 It is entirely up to the student if they want to return school prior to the term start.
 The College does arrange airport pick from Heathrow at a cost of £195. We provide accommodation during end of term holidays (except summer).
 
[4 Jan 2013] Complimentary airport pickup will be offered on the 7th of September 2013 from Heathrow terminal 3.
 
Fee: GBP 27000/ year, students are asked to pay in two installments, first in 1st week of August, second in Feb. AS Results will not provide to students who have not paid the 1st installment of the second year. [29 Oct 2012]
 Please be awared that a change in term date has been found in School Website, details listed under supplementary info section [10 March 2012]
 Sept 2012 Entry: the induction will commence on the 28th August [10 Jan 2012] 
The College has arranged for the police to attend on our Induction Day to sort out all students police registration [31 Aug 2012]
 HTS"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1700|"Christ's Hospital"|"."|"UK"|"Horsham"|"West Sussex"|"RH13 0LJ"|"44 14 0321 1293"|"44 14 0321 1580"|"www.christs-hospital.org.uk"|"enquiries@christs-hospital.org.uk"|"Co-Ed"|"Independent School"|"All"|"Church of England"|870|810|"11-18"|"20131224105249"|"AA00025"|"SKYPE ID ""HM-office-2010""
RH13 0YP - old post code"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1701|"Downside School"|"Stratton on the Fosse, Radstock"|"UK"|"Bath"|"Somerset"|"BA3 4RJ"|"44 17 6123 5100"|""|"www.downside.co.uk"|"admin@downside.co.uk"|"Co-Ed"|"Independent School"|"All"|"Roman Catholic"|344|122|"11-18"|"20140110105040"|"AA00025"|"Headmaster's Secretary: Marilyn Miland"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1702|"Ellesmere College"|""|"UK"|"Ellesmere"|"Shropshire"|"SY12 9AB"|"44 16 9162 2321"|"44 16 9162 3286"|"www.ellesmere.com"|""|"Co-Ed"|"Independent School"|"Senior"|"Christian"|604|238|"11-18"|"20131224124024"|"AA00025"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1703|"Godolphin School"|"Milford Hill"|"UK"|"Salisbury"|"Wiltshire"|"SP1 2RA"|"44 17 2243 0500"|""|"www.godolphin.org"|""|"Girls"|"Independent School"|"Senior"|"Church of England"|368|168|"11-18"|"20131227120138"|"AA00025"|"HTS, Sponsor Licence Number: YATGQMHY3"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1704|"Harrogate Ladies' College"|"Clarence Drive"|"UK"|"Harrogate"|"North Yorkshire"|"HG1 2QG"|"44 14 2350 4543"|"44 14 2356 8893"|"www.hlc.org.uk"|"enquire@hlc.org.uk"|"Girls"|"Independent School"|"All"|"Church of England"|616|157|"11-19"|"20131227120801"|"AA00025"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1705|"Kelly College"|"."|"UK"|"Tavistock"|"Devon"|"PL19 0HZ"|"44 18 2281 3100"|"44 18 2261 2050"|"www.kellycollege.com"|"admissions@kellycollege.com"|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|353|88|"11-18"|"20131227122010"|"AA00025"|"Percentage of Boys and Girls: 45% Girls and 55% Boys
 Number of Boarders: 50% Boarding (27% Full, 23% Weekly), 50% Day Pupils
 Kelly College’s Sponsor Licence number is X9GYXQCW6"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1706|"King William's College"|""|"UK"|"Castletown"|"Isle of Man"|"IM9 1TP"|"44 16 2482 0400"|"44 16 2482 4287"|"kwc.im/king-williams-college/college-home"|"reception@kwc.sch.im"|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|378|80|"11-18"|"20140124115220"|"AA00025"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1707|"King's College, Taunton"|"South Road"|"UK"|"Taunton"|"Somerset"|"TA1 3LA"|"44 18 2332 8200"|"44 18 2332 8202"|"www.kings-taunton.co.uk"|""|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|454|285|"12-19"|"20131227122713"|"AA00025"|"There are on average 85-90 in each year group and a maximum of 5 (usually less) in each year group from Hong Kong/China."|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1708|"King's Hall School"|"Kingston Road"|"UK"|"Taunton"|"Somerset"|"TA2 8AA"|"44 18 2328 5920"|"44 18 2328 5956"|"www.kingshalltaunton.co.uk"|"heads_pa@kingshall.rmplc.co.uk"|"Co-Ed"|"Independent School"|"Prep"|"Church of England"|310|39|"7-13"|"20131227122731"|"AA00025"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1709|"King's Rochester"|"Satis House, Boley Hill"|"UK"|"Rochester"|"Kent"|"ME1 1TE"|"44 16 3488 8555"|""|"www.kings-rochester.co.uk"|"info@kings-rochester.co.uk"|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|619|57|"11-18"|"20140124112147"|"AA00003"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1710|"Reed's School"|"Sandy Lane"|"UK"|"Cobham"|"Surrey"|"KT11 2ES"|"44 19 3286 9044"|"44 19 3286 9046"|"www.reeds.surrey.sch.uk"|"admissions@reeds.surrey.sch.uk"|"Boys (6G)"|"Independent School"|"All"|"Church of England"|643|85|"11-18"|"20131228101100"|"AA00025"|"[02 Aug 2011]
 For 2012 application, we will be able to take 4 or 5 Sixth Formers (a mixture of boys and girls), for year 9 places, we are already full, but We can certainly consider boys for both Year 7 and Year 10 places but again they would need to be very strong candidates with music being an advantage
 
[29 July 2011]
 The Close (which is the Boarding House for Years 7 & 8 can take 12 boys and will be full in September with 6 in Year 7 and 6 in Year 8. 

School House (for Years 9, 10 & 11) holds 42 boys and is also full.
 
Sixth Form House (Years 12& 13) can take 43 Sixth Formers and again full with 31 Boys and 12 Girls.
 
Reed’s Sponsor License Number was 4N52AJRGX"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1711|"Rishworth School"|"Rishworth"|"UK"|"Sowerby Bridge"|"West Yorkshire"|"HX6 4QA"|"44 14 2282 2217"|"44 14 2282 0911"|"www.rishworth-school.co.uk"|"admin@rishworth-school.co.uk"|"Co-Ed"|"Independent School"|"Senior"|"All Faiths"|466|95|"10-19"|"20131228101412"|"AA00025"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1712|"Ryde School"|"7 Queen's Road"|"UK"|"Ryde"|"Isle of Wight"|"PO33 3BE"|"44 19 8356 2229"|"44 19 8356 4714"|"www.rydeschool.org.uk"|""|"Co-Ed"|"Independent School"|"All"|"Church of England"|508|61|"11-18"|"20131228102115"|"AA00025"|"SLN number is: 93QDJEQ74 

Skype Address: Nicholas_England"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1713|"Trent College"|"Derby Road"|"UK"|"Long Eaton"|"Nottinghamshire"|"NG10 4AD"|""|""|"www.trentcollege.net"|"enquiries@trentcollege.net"|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|1178|150|"9 - 18"|"20130827114440"|"AA00025"|"- UK Sponsor License number: NM63JQCC7
 - The network of Trent College cannot support Skype Interview, if there is any interview with Trent College, it’s better to use telephone interview instead (17 June 2011)"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1714|"Westbourne School"|"Hickman Road"|"UK"|"Penarth, Cardiff"|"South Wales"|"CF64 2AJ"|"44 29 2070 5705"|"44 29 2070 9988"|"www.westbourneschool.com"|"enquiries@westbourneschool.com"|"Co-Ed"|"Independent School"|"All"|"Non denominational"|148|13|"11-18"|"20131227181320"|"AA00025"|"English for Academic Purposes Course [16 Mar 11]
 IB only at 6th Form, homestay only, OEA not eligible, HTS, 
SLN : H5BJB8U21"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1715|"Ardingly College"|"College Road"|"UK"|"Haywards Heath"|"West Sussex"|"RH17 6SQ"|"44 14 4489 3000"|"44 14 4489 3001"|"www.ardingly.com"|"academicsec@ardingly.com"|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|553|269|"13-18"|"20140215102256"|"AA00025"|"Football; 
SPONSOR LICENCE NUMBER JAGW7VWX9"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1716|"Beechwood Sacred Heart School"|"12 Pembury Road"|"UK"|"Tunbridge Wells"|"Kent"|"TN2 3QD"|""|""|"www.beechwood.org.uk"|"bsh@beechwood.org.uk"|"Co-Ed"|"Independent School"|"All"|"Roman Catholic"|400|50|"11-18"|"20140215102713"|"AA00025"|"[3 OCt 2013] will be taking boys into boarding from September 2014

[20 Apr 2013]From this September, Mr Lennon will introduce into the curriculum a new cognitive development course, known as COGS.

Following the move to co-ed which began in 2008, BSH has continued to offer boarding places to girls only. We cannot at present extend this to boys, but we can accept applications from boys for Sixth Form as day pupils whilst living with local host families. (16/3/2010)
SPONSOR LICENCE NUMBER: 5XU7VB7Q9"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
1717|"Bosworth Independent College"|"Nazareth House, Barrack Road"|"UK"|"Northampton"|"Northamptonshire"|"NN2 6AF"|""|""|"www.bosworthcollege.com"|""|"Co-Ed"|"Independent College"|""|"Non denominational"|298|225|"14-19"|"20140215103027"|"AA00025"|"Kim COOKE, airport transfer, stga02@bosworthcollege.com 
Anne Bell: Finance & Resources Manager [anne@bursar.plus.com]
 HTS
 SPONSOR LICENCE NUMBER: YA62NW1R5
 
Bosworth expect students to pay all fee yearly. The best they can do is 2 instalments."|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
